,region,AveragePrice,Date_object
737,GrandRapids,1.14,2015-10-25
738,GrandRapids,0.94,2015-10-18
739,GrandRapids,0.97,2015-10-11
740,GrandRapids,0.99,2015-10-04
741,GrandRapids,1.15,2015-09-27
742,GrandRapids,0.88,2015-09-20
743,GrandRapids,0.95,2015-09-13
744,GrandRapids,1.09,2015-09-06
745,GrandRapids,0.91,2015-08-30
746,GrandRapids,1.28,2015-08-23
747,GrandRapids,0.89,2015-08-16
748,GrandRapids,1.08,2015-08-09
749,GrandRapids,1.05,2015-08-02
750,GrandRapids,1.12,2015-07-26
751,GrandRapids,1.05,2015-07-19
752,GrandRapids,1.19,2015-07-12
753,GrandRapids,1.16,2015-07-05
754,GrandRapids,1.1,2015-06-28
755,GrandRapids,0.96,2015-06-21
756,GrandRapids,1.07,2015-06-14
757,GrandRapids,1.14,2015-06-07
758,GrandRapids,1.31,2015-05-31
759,GrandRapids,1.3,2015-05-24
760,GrandRapids,0.97,2015-05-17
761,GrandRapids,1.36,2015-05-10
762,GrandRapids,1.06,2015-05-03
763,GrandRapids,1.09,2015-04-26
764,GrandRapids,0.93,2015-04-19
765,GrandRapids,1.13,2015-04-12
766,GrandRapids,1.22,2015-04-05
767,GrandRapids,1.11,2015-03-29
768,GrandRapids,0.91,2015-03-22
769,GrandRapids,1.35,2015-03-15
770,GrandRapids,1.08,2015-03-08
771,GrandRapids,0.95,2015-03-01
772,GrandRapids,1.31,2015-02-22
773,GrandRapids,1.21,2015-02-15
774,GrandRapids,1.24,2015-02-08
775,GrandRapids,0.94,2015-02-01
776,GrandRapids,1.19,2015-01-25
777,GrandRapids,1.07,2015-01-18
778,GrandRapids,1.03,2015-01-11
779,GrandRapids,0.95,2015-01-04
780,GreatLakes,1.01,2015-12-27
781,GreatLakes,1.01,2015-12-20
782,GreatLakes,1.03,2015-12-13
783,GreatLakes,1.0,2015-12-06
784,GreatLakes,1.07,2015-11-29
785,GreatLakes,1.03,2015-11-22
786,GreatLakes,1.09,2015-11-15
787,GreatLakes,0.98,2015-11-08
788,GreatLakes,1.0,2015-11-01
789,GreatLakes,1.1,2015-10-25
790,GreatLakes,1.03,2015-10-18
791,GreatLakes,1.02,2015-10-11
792,GreatLakes,1.05,2015-10-04
793,GreatLakes,1.1,2015-09-27
794,GreatLakes,1.02,2015-09-20
795,GreatLakes,1.03,2015-09-13
796,GreatLakes,1.07,2015-09-06
797,GreatLakes,1.04,2015-08-30
798,GreatLakes,1.14,2015-08-23
799,GreatLakes,1.03,2015-08-16
800,GreatLakes,1.12,2015-08-09
801,GreatLakes,1.14,2015-08-02
802,GreatLakes,1.1,2015-07-26
803,GreatLakes,1.12,2015-07-19
804,GreatLakes,1.14,2015-07-12
805,GreatLakes,1.13,2015-07-05
806,GreatLakes,1.07,2015-06-28
807,GreatLakes,1.08,2015-06-21
808,GreatLakes,1.12,2015-06-14
809,GreatLakes,1.13,2015-06-07
810,GreatLakes,1.2,2015-05-31
811,GreatLakes,1.15,2015-05-24
812,GreatLakes,1.09,2015-05-17
813,GreatLakes,1.15,2015-05-10
814,GreatLakes,1.05,2015-05-03
815,GreatLakes,1.14,2015-04-26
816,GreatLakes,1.06,2015-04-19
817,GreatLakes,1.11,2015-04-12
818,GreatLakes,1.18,2015-04-05
819,GreatLakes,1.09,2015-03-29
820,GreatLakes,1.04,2015-03-22
821,GreatLakes,1.1,2015-03-15
822,GreatLakes,1.04,2015-03-08
823,GreatLakes,1.02,2015-03-01
824,GreatLakes,1.16,2015-02-22
825,GreatLakes,1.15,2015-02-15
826,GreatLakes,1.07,2015-02-08
827,GreatLakes,0.91,2015-02-01
828,GreatLakes,1.13,2015-01-25
829,GreatLakes,1.08,2015-01-18
830,GreatLakes,1.1,2015-01-11
831,GreatLakes,1.02,2015-01-04
832,HarrisburgScranton,1.16,2015-12-27
833,HarrisburgScranton,1.11,2015-12-20
834,HarrisburgScranton,1.14,2015-12-13
835,HarrisburgScranton,1.1,2015-12-06
836,HarrisburgScranton,1.17,2015-11-29
837,HarrisburgScranton,1.16,2015-11-22
838,HarrisburgScranton,1.09,2015-11-15
839,HarrisburgScranton,1.09,2015-11-08
840,HarrisburgScranton,1.13,2015-11-01
841,HarrisburgScranton,1.11,2015-10-25
842,HarrisburgScranton,0.93,2015-10-18
843,HarrisburgScranton,1.05,2015-10-11
844,HarrisburgScranton,1.16,2015-10-04
845,HarrisburgScranton,1.15,2015-09-27
846,HarrisburgScranton,1.17,2015-09-20
847,HarrisburgScranton,1.07,2015-09-13
848,HarrisburgScranton,1.19,2015-09-06
849,HarrisburgScranton,1.18,2015-08-30
850,HarrisburgScranton,1.1,2015-08-23
851,HarrisburgScranton,1.09,2015-08-16
852,HarrisburgScranton,1.07,2015-08-09
853,HarrisburgScranton,1.1,2015-08-02
854,HarrisburgScranton,1.17,2015-07-26
855,HarrisburgScranton,1.19,2015-07-19
856,HarrisburgScranton,1.17,2015-07-12
857,HarrisburgScranton,1.19,2015-07-05
858,HarrisburgScranton,1.2,2015-06-28
859,HarrisburgScranton,1.19,2015-06-21
860,HarrisburgScranton,1.13,2015-06-14
861,HarrisburgScranton,1.21,2015-06-07
862,HarrisburgScranton,1.22,2015-05-31
863,HarrisburgScranton,1.21,2015-05-24
864,HarrisburgScranton,1.19,2015-05-17
865,HarrisburgScranton,1.19,2015-05-10
866,HarrisburgScranton,1.17,2015-05-03
867,HarrisburgScranton,1.21,2015-04-26
868,HarrisburgScranton,1.17,2015-04-19
869,HarrisburgScranton,1.18,2015-04-12
870,HarrisburgScranton,1.21,2015-04-05
871,HarrisburgScranton,1.14,2015-03-29
872,HarrisburgScranton,1.08,2015-03-22
873,HarrisburgScranton,1.2,2015-03-15
874,HarrisburgScranton,1.15,2015-03-08
875,HarrisburgScranton,1.07,2015-03-01
876,HarrisburgScranton,1.2,2015-02-22
877,HarrisburgScranton,1.22,2015-02-15
878,HarrisburgScranton,1.02,2015-02-08
879,HarrisburgScranton,1.06,2015-02-01
880,HarrisburgScranton,1.17,2015-01-25
881,HarrisburgScranton,1.24,2015-01-18
882,HarrisburgScranton,1.26,2015-01-11
883,HarrisburgScranton,1.05,2015-01-04
884,HartfordSpringfield,1.27,2015-12-27
885,HartfordSpringfield,1.18,2015-12-20
886,HartfordSpringfield,1.24,2015-12-13
887,HartfordSpringfield,1.19,2015-12-06
888,HartfordSpringfield,1.32,2015-11-29
889,HartfordSpringfield,1.27,2015-11-22
890,HartfordSpringfield,1.12,2015-11-15
891,HartfordSpringfield,1.16,2015-11-08
892,HartfordSpringfield,1.16,2015-11-01
893,HartfordSpringfield,1.2,2015-10-25
894,HartfordSpringfield,0.93,2015-10-18
895,HartfordSpringfield,1.38,2015-10-11
896,HartfordSpringfield,1.3,2015-10-04
897,HartfordSpringfield,1.29,2015-09-27
898,HartfordSpringfield,1.25,2015-09-20
899,HartfordSpringfield,1.11,2015-09-13
900,HartfordSpringfield,1.27,2015-09-06
901,HartfordSpringfield,1.26,2015-08-30
902,HartfordSpringfield,1.14,2015-08-23
903,HartfordSpringfield,1.12,2015-08-16
904,HartfordSpringfield,1.12,2015-08-09
905,HartfordSpringfield,1.16,2015-08-02
906,HartfordSpringfield,1.3,2015-07-26
907,HartfordSpringfield,1.32,2015-07-19
908,HartfordSpringfield,1.06,2015-07-12
909,HartfordSpringfield,1.25,2015-07-05
910,HartfordSpringfield,1.27,2015-06-28
911,HartfordSpringfield,1.25,2015-06-21
912,HartfordSpringfield,1.15,2015-06-14
913,HartfordSpringfield,1.29,2015-06-07
914,HartfordSpringfield,1.33,2015-05-31
915,HartfordSpringfield,1.34,2015-05-24
916,HartfordSpringfield,1.2,2015-05-17
917,HartfordSpringfield,1.25,2015-05-10
918,HartfordSpringfield,1.25,2015-05-03
919,HartfordSpringfield,1.36,2015-04-26
920,HartfordSpringfield,1.35,2015-04-19
921,HartfordSpringfield,1.25,2015-04-12
922,HartfordSpringfield,1.33,2015-04-05
923,HartfordSpringfield,1.22,2015-03-29
924,HartfordSpringfield,1.11,2015-03-22
925,HartfordSpringfield,1.4,2015-03-15
926,HartfordSpringfield,1.43,2015-03-08
927,HartfordSpringfield,1.12,2015-03-01
928,HartfordSpringfield,1.38,2015-02-22
929,HartfordSpringfield,1.39,2015-02-15
930,HartfordSpringfield,1.09,2015-02-08
931,HartfordSpringfield,1.32,2015-02-01
932,HartfordSpringfield,1.35,2015-01-25
933,HartfordSpringfield,1.39,2015-01-18
934,HartfordSpringfield,1.38,2015-01-11
935,HartfordSpringfield,1.06,2015-01-04
936,Houston,0.78,2015-12-27
937,Houston,0.75,2015-12-20
938,Houston,0.73,2015-12-13
939,Houston,0.74,2015-12-06
940,Houston,0.79,2015-11-29
941,Houston,0.73,2015-11-22
942,Houston,0.72,2015-11-15
943,Houston,0.75,2015-11-08
944,Houston,0.77,2015-11-01
945,Houston,0.88,2015-10-25
946,Houston,0.9,2015-10-18
947,Houston,0.79,2015-10-11
948,Houston,0.82,2015-10-04
949,Houston,0.86,2015-09-27
950,Houston,0.83,2015-09-20
951,Houston,0.89,2015-09-13
952,Houston,0.89,2015-09-06
953,Houston,0.88,2015-08-30
954,Houston,0.89,2015-08-23
955,Houston,0.92,2015-08-16
956,Houston,0.92,2015-08-09
957,Houston,0.9,2015-08-02
958,Houston,0.79,2015-07-26
959,Houston,0.78,2015-07-19
960,Houston,0.79,2015-07-12
961,Houston,0.79,2015-07-05
962,Houston,0.74,2015-06-28
963,Houston,0.74,2015-06-21
964,Houston,0.62,2015-06-14
965,Houston,0.72,2015-06-07
966,Houston,0.72,2015-05-31
967,Houston,0.83,2015-05-24
968,Houston,0.82,2015-05-17
969,Houston,0.76,2015-05-10
970,Houston,0.74,2015-05-03
971,Houston,0.79,2015-04-26
972,Houston,0.82,2015-04-19
973,Houston,0.79,2015-04-12
974,Houston,0.83,2015-04-05
975,Houston,0.79,2015-03-29
976,Houston,0.8,2015-03-22
977,Houston,0.77,2015-03-15
978,Houston,0.78,2015-03-08
979,Houston,0.87,2015-03-01
980,Houston,0.82,2015-02-22
981,Houston,0.73,2015-02-15
982,Houston,0.7,2015-02-08
983,Houston,0.72,2015-02-01
984,Houston,0.77,2015-01-25
985,Houston,0.77,2015-01-18
986,Houston,0.78,2015-01-11
987,Houston,0.71,2015-01-04
988,Indianapolis,1.04,2015-12-27
989,Indianapolis,1.1,2015-12-20
990,Indianapolis,1.03,2015-12-13
991,Indianapolis,0.92,2015-12-06
992,Indianapolis,1.08,2015-11-29
993,Indianapolis,1.11,2015-11-22
994,Indianapolis,1.08,2015-11-15
995,Indianapolis,0.96,2015-11-08
996,Indianapolis,1.01,2015-11-01
997,Indianapolis,1.02,2015-10-25
998,Indianapolis,0.97,2015-10-18
999,Indianapolis,1.1,2015-10-11
1000,Indianapolis,0.98,2015-10-04
1001,Indianapolis,1.04,2015-09-27
1002,Indianapolis,0.91,2015-09-20
1003,Indianapolis,0.87,2015-09-13
1004,Indianapolis,1.11,2015-09-06
1005,Indianapolis,1.17,2015-08-30
1006,Indianapolis,1.22,2015-08-23
1007,Indianapolis,1.14,2015-08-16
1008,Indianapolis,1.2,2015-08-09
1009,Indianapolis,1.21,2015-08-02
1010,Indianapolis,1.22,2015-07-26
1011,Indianapolis,1.07,2015-07-19
1012,Indianapolis,1.05,2015-07-12
1013,Indianapolis,1.05,2015-07-05
1014,Indianapolis,0.95,2015-06-28
1015,Indianapolis,1.03,2015-06-21
1016,Indianapolis,1.15,2015-06-14
1017,Indianapolis,1.28,2015-06-07
1018,Indianapolis,1.37,2015-05-31
1019,Indianapolis,1.29,2015-05-24
1020,Indianapolis,1.26,2015-05-17
1021,Indianapolis,1.06,2015-05-10
1022,Indianapolis,1.13,2015-05-03
1023,Indianapolis,1.24,2015-04-26
1024,Indianapolis,1.08,2015-04-19
1025,Indianapolis,1.15,2015-04-12
1026,Indianapolis,1.17,2015-04-05
1027,Indianapolis,1.09,2015-03-29
1028,Indianapolis,1.11,2015-03-22
1029,Indianapolis,1.21,2015-03-15
1030,Indianapolis,1.07,2015-03-08
1031,Indianapolis,1.13,2015-03-01
1032,Indianapolis,1.34,2015-02-22
1033,Indianapolis,1.3,2015-02-15
1034,Indianapolis,0.98,2015-02-08
1035,Indianapolis,0.92,2015-02-01
1036,Indianapolis,1.06,2015-01-25
1037,Indianapolis,1.14,2015-01-18
1038,Indianapolis,1.25,2015-01-11
1039,Indianapolis,1.02,2015-01-04
1040,Jacksonville,0.99,2015-12-27
1041,Jacksonville,1.19,2015-12-20
1042,Jacksonville,0.96,2015-12-13
1043,Jacksonville,1.19,2015-12-06
1044,Jacksonville,0.96,2015-11-29
1045,Jacksonville,0.98,2015-11-22
1046,Jacksonville,1.25,2015-11-15
1047,Jacksonville,1.25,2015-11-08
1048,Jacksonville,0.97,2015-11-01
1049,Jacksonville,1.22,2015-10-25
1050,Jacksonville,1.25,2015-10-18
1051,Jacksonville,0.99,2015-10-11
1052,Jacksonville,0.99,2015-10-04
1053,Jacksonville,1.27,2015-09-27
1054,Jacksonville,0.99,2015-09-20
1055,Jacksonville,1.24,2015-09-13
1056,Jacksonville,0.98,2015-09-06
1057,Jacksonville,1.26,2015-08-30
1058,Jacksonville,1.25,2015-08-23
1059,Jacksonville,1.25,2015-08-16
1060,Jacksonville,0.99,2015-08-09
1061,Jacksonville,1.24,2015-08-02
1062,Jacksonville,1.25,2015-07-26
1063,Jacksonville,1.0,2015-07-19
1064,Jacksonville,1.22,2015-07-12
1065,Jacksonville,0.95,2015-07-05
1066,Jacksonville,1.16,2015-06-28
1067,Jacksonville,0.95,2015-06-21
1068,Jacksonville,1.2,2015-06-14
1069,Jacksonville,0.98,2015-06-07
1070,Jacksonville,1.24,2015-05-31
1071,Jacksonville,1.0,2015-05-24
1072,Jacksonville,1.22,2015-05-17
1073,Jacksonville,1.24,2015-05-10
1074,Jacksonville,0.96,2015-05-03
1075,Jacksonville,1.21,2015-04-26
1076,Jacksonville,1.17,2015-04-19
1077,Jacksonville,0.99,2015-04-12
1078,Jacksonville,1.1,2015-04-05
1079,Jacksonville,1.2,2015-03-29
1080,Jacksonville,0.96,2015-03-22
1081,Jacksonville,1.27,2015-03-15
1082,Jacksonville,1.24,2015-03-08
1083,Jacksonville,1.01,2015-03-01
1084,Jacksonville,1.1,2015-02-22
1085,Jacksonville,1.24,2015-02-15
1086,Jacksonville,1.21,2015-02-08
1087,Jacksonville,0.92,2015-02-01
1088,Jacksonville,1.2,2015-01-25
1089,Jacksonville,1.27,2015-01-18
1090,Jacksonville,1.2,2015-01-11
1091,Jacksonville,0.97,2015-01-04
1092,LasVegas,0.83,2015-12-27
1093,LasVegas,0.96,2015-12-20
1094,LasVegas,0.95,2015-12-13
1095,LasVegas,0.89,2015-12-06
1096,LasVegas,0.95,2015-11-29
1097,LasVegas,0.98,2015-11-22
1098,LasVegas,0.95,2015-11-15
1099,LasVegas,0.92,2015-11-08
1100,LasVegas,0.99,2015-11-01
1101,LasVegas,0.98,2015-10-25
1102,LasVegas,0.91,2015-10-18
1103,LasVegas,0.94,2015-10-11
1104,LasVegas,0.97,2015-10-04
1105,LasVegas,0.97,2015-09-27
1106,LasVegas,0.97,2015-09-20
1107,LasVegas,0.88,2015-09-13
1108,LasVegas,1.02,2015-09-06
1109,LasVegas,1.09,2015-08-30
1110,LasVegas,1.06,2015-08-23
1111,LasVegas,0.96,2015-08-16
1112,LasVegas,0.96,2015-08-09
1113,LasVegas,1.09,2015-08-02
1114,LasVegas,1.06,2015-07-26
1115,LasVegas,1.03,2015-07-19
1116,LasVegas,1.02,2015-07-12
1117,LasVegas,1.05,2015-07-05
1118,LasVegas,1.01,2015-06-28
1119,LasVegas,0.9,2015-06-21
1120,LasVegas,0.88,2015-06-14
1121,LasVegas,1.02,2015-06-07
1122,LasVegas,1.03,2015-05-31
1123,LasVegas,0.98,2015-05-24
1124,LasVegas,0.95,2015-05-17
1125,LasVegas,0.98,2015-05-10
1126,LasVegas,0.94,2015-05-03
1127,LasVegas,0.88,2015-04-26
1128,LasVegas,0.82,2015-04-19
1129,LasVegas,0.76,2015-04-12
1130,LasVegas,0.81,2015-04-05
1131,LasVegas,0.84,2015-03-29
1132,LasVegas,0.9,2015-03-22
1133,LasVegas,1.07,2015-03-15
1134,LasVegas,1.01,2015-03-08
1135,LasVegas,1.05,2015-03-01
1136,LasVegas,1.16,2015-02-22
1137,LasVegas,1.12,2015-02-15
1138,LasVegas,1.01,2015-02-08
1139,LasVegas,0.94,2015-02-01
1140,LasVegas,1.06,2015-01-25
1141,LasVegas,1.06,2015-01-18
1142,LasVegas,0.93,2015-01-11
1143,LasVegas,0.8,2015-01-04
1144,LosAngeles,0.8,2015-12-27
1145,LosAngeles,0.85,2015-12-20
1146,LosAngeles,0.74,2015-12-13
1147,LosAngeles,0.66,2015-12-06
1148,LosAngeles,0.83,2015-11-29
1149,LosAngeles,0.81,2015-11-22
1150,LosAngeles,0.74,2015-11-15
1151,LosAngeles,0.84,2015-11-08
1152,LosAngeles,0.89,2015-11-01
1153,LosAngeles,0.95,2015-10-25
1154,LosAngeles,0.89,2015-10-18
1155,LosAngeles,0.92,2015-10-11
1156,LosAngeles,0.98,2015-10-04
1157,LosAngeles,0.9,2015-09-27
1158,LosAngeles,0.99,2015-09-20
1159,LosAngeles,0.98,2015-09-13
1160,LosAngeles,0.92,2015-09-06
1161,LosAngeles,0.9,2015-08-30
1162,LosAngeles,1.03,2015-08-23
1163,LosAngeles,0.93,2015-08-16
1164,LosAngeles,0.94,2015-08-09
1165,LosAngeles,1.0,2015-08-02
1166,LosAngeles,0.95,2015-07-26
1167,LosAngeles,1.02,2015-07-19
1168,LosAngeles,1.03,2015-07-12
1169,LosAngeles,0.96,2015-07-05
1170,LosAngeles,0.94,2015-06-28
1171,LosAngeles,0.91,2015-06-21
1172,LosAngeles,0.79,2015-06-14
1173,LosAngeles,0.84,2015-06-07
1174,LosAngeles,0.85,2015-05-31
1175,LosAngeles,0.97,2015-05-24
1176,LosAngeles,0.98,2015-05-17
1177,LosAngeles,0.78,2015-05-10
1178,LosAngeles,0.78,2015-05-03
1179,LosAngeles,1.02,2015-04-26
1180,LosAngeles,0.93,2015-04-19
1181,LosAngeles,0.93,2015-04-12
1182,LosAngeles,1.01,2015-04-05
1183,LosAngeles,1.0,2015-03-29
1184,LosAngeles,1.01,2015-03-22
1185,LosAngeles,0.94,2015-03-15
1186,LosAngeles,0.86,2015-03-08
1187,LosAngeles,0.75,2015-03-01
1188,LosAngeles,0.83,2015-02-22
1189,LosAngeles,0.83,2015-02-15
1190,LosAngeles,0.9,2015-02-08
1191,LosAngeles,0.74,2015-02-01
1192,LosAngeles,0.96,2015-01-25
1193,LosAngeles,0.89,2015-01-18
1194,LosAngeles,0.85,2015-01-11
1195,LosAngeles,0.85,2015-01-04
1196,Louisville,1.04,2015-12-27
1197,Louisville,1.05,2015-12-20
1198,Louisville,0.91,2015-12-13
1199,Louisville,0.83,2015-12-06
1200,Louisville,0.97,2015-11-29
1201,Louisville,1.01,2015-11-22
1202,Louisville,1.04,2015-11-15
1203,Louisville,0.93,2015-11-08
1204,Louisville,0.89,2015-11-01
1205,Louisville,1.06,2015-10-25
1206,Louisville,1.03,2015-10-18
1207,Louisville,1.03,2015-10-11
1208,Louisville,1.11,2015-10-04
1209,Louisville,1.18,2015-09-27
1210,Louisville,1.05,2015-09-20
1211,Louisville,0.98,2015-09-13
1212,Louisville,0.98,2015-09-06
1213,Louisville,1.13,2015-08-30
1214,Louisville,1.15,2015-08-23
1215,Louisville,1.09,2015-08-16
1216,Louisville,1.08,2015-08-09
1217,Louisville,0.93,2015-08-02
1218,Louisville,0.88,2015-07-26
1219,Louisville,1.08,2015-07-19
1220,Louisville,1.13,2015-07-12
1221,Louisville,1.15,2015-07-05
1222,Louisville,1.15,2015-06-28
1223,Louisville,1.17,2015-06-21
1224,Louisville,1.07,2015-06-14
1225,Louisville,1.01,2015-06-07
1226,Louisville,1.0,2015-05-31
1227,Louisville,1.05,2015-05-24
1228,Louisville,1.2,2015-05-17
1229,Louisville,1.1,2015-05-10
1230,Louisville,1.03,2015-05-03
1231,Louisville,1.21,2015-04-26
1232,Louisville,1.01,2015-04-19
1233,Louisville,0.97,2015-04-12
1234,Louisville,1.08,2015-04-05
1235,Louisville,1.0,2015-03-29
1236,Louisville,0.99,2015-03-22
1237,Louisville,1.21,2015-03-15
1238,Louisville,1.18,2015-03-08
1239,Louisville,1.02,2015-03-01
1240,Louisville,1.01,2015-02-22
1241,Louisville,1.13,2015-02-15
1242,Louisville,1.0,2015-02-08
1243,Louisville,0.9,2015-02-01
1244,Louisville,1.02,2015-01-25
1245,Louisville,1.06,2015-01-18
1246,Louisville,1.05,2015-01-11
1247,Louisville,0.92,2015-01-04
1248,MiamiFtLauderdale,0.99,2015-12-27
1249,MiamiFtLauderdale,1.21,2015-12-20
1250,MiamiFtLauderdale,0.97,2015-12-13
1251,MiamiFtLauderdale,1.25,2015-12-06
1252,MiamiFtLauderdale,0.98,2015-11-29
1253,MiamiFtLauderdale,0.98,2015-11-22
1254,MiamiFtLauderdale,1.22,2015-11-15
1255,MiamiFtLauderdale,1.22,2015-11-08
1256,MiamiFtLauderdale,0.98,2015-11-01
1257,MiamiFtLauderdale,1.25,2015-10-25
1258,MiamiFtLauderdale,1.24,2015-10-18
1259,MiamiFtLauderdale,1.0,2015-10-11
1260,MiamiFtLauderdale,0.99,2015-10-04
1261,MiamiFtLauderdale,1.31,2015-09-27
1262,MiamiFtLauderdale,0.98,2015-09-20
1263,MiamiFtLauderdale,1.26,2015-09-13
1264,MiamiFtLauderdale,0.98,2015-09-06
1265,MiamiFtLauderdale,1.24,2015-08-30
1266,MiamiFtLauderdale,1.24,2015-08-23
1267,MiamiFtLauderdale,1.24,2015-08-16
1268,MiamiFtLauderdale,0.97,2015-08-09
1269,MiamiFtLauderdale,1.22,2015-08-02
1270,MiamiFtLauderdale,1.24,2015-07-26
1271,MiamiFtLauderdale,0.96,2015-07-19
1272,MiamiFtLauderdale,1.24,2015-07-12
1273,MiamiFtLauderdale,0.98,2015-07-05
1274,MiamiFtLauderdale,1.21,2015-06-28
1275,MiamiFtLauderdale,0.96,2015-06-21
1276,MiamiFtLauderdale,1.26,2015-06-14
1277,MiamiFtLauderdale,0.99,2015-06-07
1278,MiamiFtLauderdale,1.27,2015-05-31
1279,MiamiFtLauderdale,1.01,2015-05-24
1280,MiamiFtLauderdale,1.24,2015-05-17
1281,MiamiFtLauderdale,1.28,2015-05-10
1282,MiamiFtLauderdale,0.98,2015-05-03
1283,MiamiFtLauderdale,1.25,2015-04-26
1284,MiamiFtLauderdale,1.23,2015-04-19
1285,MiamiFtLauderdale,1.0,2015-04-12
1286,MiamiFtLauderdale,1.11,2015-04-05
1287,MiamiFtLauderdale,1.25,2015-03-29
1288,MiamiFtLauderdale,0.97,2015-03-22
1289,MiamiFtLauderdale,1.33,2015-03-15
1290,MiamiFtLauderdale,1.3,2015-03-08
1291,MiamiFtLauderdale,1.01,2015-03-01
1292,MiamiFtLauderdale,1.24,2015-02-22
1293,MiamiFtLauderdale,1.29,2015-02-15
1294,MiamiFtLauderdale,1.25,2015-02-08
1295,MiamiFtLauderdale,0.95,2015-02-01
1296,MiamiFtLauderdale,1.27,2015-01-25
1297,MiamiFtLauderdale,1.3,2015-01-18
1298,MiamiFtLauderdale,1.28,2015-01-11
1299,MiamiFtLauderdale,0.97,2015-01-04
1300,Midsouth,1.05,2015-12-27
1301,Midsouth,1.05,2015-12-20
1302,Midsouth,1.03,2015-12-13
1303,Midsouth,1.0,2015-12-06
1304,Midsouth,1.05,2015-11-29
1305,Midsouth,1.06,2015-11-22
1306,Midsouth,1.02,2015-11-15
1307,Midsouth,1.04,2015-11-08
1308,Midsouth,1.08,2015-11-01
1309,Midsouth,1.13,2015-10-25
1310,Midsouth,1.05,2015-10-18
1311,Midsouth,1.13,2015-10-11
1312,Midsouth,1.18,2015-10-04
1313,Midsouth,1.11,2015-09-27
1314,Midsouth,1.13,2015-09-20
1315,Midsouth,1.09,2015-09-13
1316,Midsouth,1.08,2015-09-06
1317,Midsouth,1.18,2015-08-30
1318,Midsouth,1.12,2015-08-23
1319,Midsouth,1.14,2015-08-16
1320,Midsouth,1.15,2015-08-09
1321,Midsouth,1.14,2015-08-02
1322,Midsouth,1.15,2015-07-26
1323,Midsouth,1.14,2015-07-19
1324,Midsouth,1.13,2015-07-12
1325,Midsouth,1.13,2015-07-05
1326,Midsouth,1.14,2015-06-28
1327,Midsouth,1.13,2015-06-21
1328,Midsouth,1.09,2015-06-14
1329,Midsouth,1.14,2015-06-07
1330,Midsouth,1.14,2015-05-31
1331,Midsouth,1.14,2015-05-24
1332,Midsouth,1.18,2015-05-17
1333,Midsouth,1.17,2015-05-10
1334,Midsouth,1.07,2015-05-03
1335,Midsouth,1.2,2015-04-26
1336,Midsouth,1.18,2015-04-19
1337,Midsouth,1.13,2015-04-12
1338,Midsouth,1.19,2015-04-05
1339,Midsouth,1.18,2015-03-29
1340,Midsouth,1.11,2015-03-22
1341,Midsouth,1.19,2015-03-15
1342,Midsouth,1.21,2015-03-08
1343,Midsouth,1.14,2015-03-01
1344,Midsouth,1.1,2015-02-22
1345,Midsouth,1.17,2015-02-15
1346,Midsouth,1.06,2015-02-08
1347,Midsouth,0.99,2015-02-01
1348,Midsouth,1.15,2015-01-25
1349,Midsouth,1.19,2015-01-18
1350,Midsouth,1.17,2015-01-11
1351,Midsouth,1.1,2015-01-04
1352,Nashville,0.96,2015-12-27
1353,Nashville,0.99,2015-12-20
1354,Nashville,0.91,2015-12-13
1355,Nashville,1.0,2015-12-06
1356,Nashville,0.95,2015-11-29
1357,Nashville,0.96,2015-11-22
1358,Nashville,1.04,2015-11-15
1359,Nashville,1.03,2015-11-08
1360,Nashville,0.94,2015-11-01
1361,Nashville,0.91,2015-10-25
1362,Nashville,0.91,2015-10-18
1363,Nashville,0.96,2015-10-11
1364,Nashville,0.96,2015-10-04
1365,Nashville,1.04,2015-09-27
1366,Nashville,0.95,2015-09-20
1367,Nashville,1.05,2015-09-13
1368,Nashville,0.97,2015-09-06
1369,Nashville,1.09,2015-08-30
1370,Nashville,0.97,2015-08-23
1371,Nashville,0.96,2015-08-16
1372,Nashville,0.98,2015-08-09
1373,Nashville,1.08,2015-08-02
1374,Nashville,1.07,2015-07-26
1375,Nashville,0.98,2015-07-19
1376,Nashville,1.09,2015-07-12
1377,Nashville,0.97,2015-07-05
1378,Nashville,1.06,2015-06-28
1379,Nashville,0.96,2015-06-21
1380,Nashville,1.03,2015-06-14
1381,Nashville,0.96,2015-06-07
1382,Nashville,1.04,2015-05-31
1383,Nashville,0.98,2015-05-24
1384,Nashville,1.07,2015-05-17
1385,Nashville,1.07,2015-05-10
1386,Nashville,0.98,2015-05-03
1387,Nashville,1.08,2015-04-26
1388,Nashville,1.11,2015-04-19
1389,Nashville,1.0,2015-04-12
1390,Nashville,1.06,2015-04-05
1391,Nashville,1.07,2015-03-29
1392,Nashville,1.01,2015-03-22
1393,Nashville,1.08,2015-03-15
1394,Nashville,1.08,2015-03-08
1395,Nashville,0.99,2015-03-01
1396,Nashville,1.05,2015-02-22
1397,Nashville,1.03,2015-02-15
1398,Nashville,0.94,2015-02-08
1399,Nashville,0.94,2015-02-01
1400,Nashville,1.07,2015-01-25
1401,Nashville,1.08,2015-01-18
1402,Nashville,1.07,2015-01-11
1403,Nashville,1.0,2015-01-04
1404,NewOrleansMobile,0.91,2015-12-27
1405,NewOrleansMobile,0.92,2015-12-20
1406,NewOrleansMobile,0.86,2015-12-13
1407,NewOrleansMobile,0.94,2015-12-06
1408,NewOrleansMobile,0.9,2015-11-29
